,Weight,Engine power,Emission class,Engine capacity,Condition,VIN,Full service history,Price,Power,CARNAME,Previous owners,ID,Battery type,Battery warranty (km),Interior color,Mileage,Make,Hybrid type,El. motor power,Model,Electric range,Battery capacity,First registration,Doors,Valid MOT until,Country of origin,Energy efficiency,CO2 emissions,Type of finish,Currency,Tags,AC charging time,Interior material,DC charging time,Secondary drive,Consumption,Body,Warranty until,Body color,Seats,Transmission,Fuel,Range extender,Battery capacity1,Drive type
211,,,Euro 6d-TEMP,1 968 ccm,,not published by the seller,,23499,75 kW,volkswagen caddy,1,61022952,,,Other interior color,41 130 km,Volkswagen,,,Caddy,,,2/2021,,,,,128 g/km,,EUR,LED headlights; Smartphone mirroring; Apple CarPlay; Android auto; Integrated music streaming; Navigation system; Bluetooth; Light sensor; Multifunctional steering wheel; Side mirrors with electic adjustment,,Cloth interior,,,4.9 l/100km (combined); 5.9 l/100km (city); 3.8 l/100km ,Cargo VAN,,White,2,Manual,Diesel,,,4x2
212,1280,,Euro 6,1 199 ccm,Used,not published by the seller,,25549,96 kW,citroen c3-aircross,,61022948,,,Other interior color,2 km,Citroen,,,C3 Aircross,,,4/2023,4/5 doors,,,,114 g/km,Metallic,EUR,LED headlights; Keyless entry; Heated front seats; Head-up display; Apple CarPlay; Android auto; Navigation system; Bluetooth; Automatic A/C; Rain sensor,,Cloth interior,,,6.4 l/100km (combined),SUV / offroad,,Blue,5,Automatic,Petrol,,,4x2
213,,,Euro 6d-TEMP,2 993 ccm,,not published by the seller,,35199,195 kW,bmw 330,1,61022956,,,Black interior,95 300 km,BMW,,,330,,,6/2020,4/5 doors,01/2026,,,147 g/km,Metallic,EUR,Laser headlights; Digital cockpit; Keyless entry; Heated front seats; Head-up display; Apple CarPlay; Android auto; Integrated music streaming; Keyless ignition; Panoramic roof,,Part leather interior,,,5.6 l/100km (combined); 6.5 l/100km (city); 5.1 l/100km ,Station Wagon,,Blue,5,Automatic,Diesel,,,4x4
214,,,Euro 6,1 332 ccm,Used,not published by the seller,,26299,110 kW,jeep renegade,1,61022946,,,,22 142 km,Jeep,,,Renegade,,,3/2021,4/5 doors,,,,146 g/km,,EUR,Electric adjustable front seats; Adaptive cruise control; Keyless ignition; Automatic multi-zone A/C; Navigation system; Traffic sign recognition; Automatic lights; Rain sensor; Lane assist; Hill-start assist,,,,,6.4 l/100km (combined),SUV / offroad,12/2024,Black,5,Automatic,Petrol,,,4x2
215,,,Euro 6,1 199 ccm,Used,not published by the seller,,14899,96 kW,citroen c4-picasso,1,61022939,,,,85 552 km,Citroen,,,C4 Picasso,,,5/2017,4/5 doors,,,,116 g/km,,EUR,Keyless ignition; Automatic multi-zone A/C; El. tailgate; Rear parking camera; Automatic lights; Rain sensor; Blind spot assist; Hill-start assist; Multifunctional steering wheel; Side mirrors with electic adjustment,,,,,4.9 l/100km (combined),MPV,06/2024,Blue,5,Manual,Petrol,,,4x2
216,,,No emission class,1 968 ccm,,not published by the seller,,32049,140 kW,skoda karoq,1,61022921,,,Other interior color,71 000 km,Skoda,,,Karoq,,,10/2019,4/5 doors,,,,150 g/km,Metallic,EUR,Heated rear seats; LED headlights; Digital cockpit; Keyless entry; Heated front seats; Apple CarPlay; Android auto; Keyless ignition; Navigation system; Paddle shifters,,Cloth interior,,,6.6 l/100km (combined); 6 l/100km (city); 4.9 l/100km ,SUV / offroad,,Red,5,Automatic,Petrol,,,4x4
217,,,,1 499 ccm,Used,VR7ECYHT2MJ595538,,22699,75 kW,citroen berlingo,,61022925,,,,106 572 km,Citroen,,,Berlingo,,,1/2021,4/5 doors,,,,111 g/km,,EUR,Smartphone mirroring; Traffic sign recognition; Bluetooth; Adaptive lighting; Automatic A/C; Automatic lights; Rain sensor; Lane assist; Multifunctional steering wheel; Side mirrors with electic adjustment,,,,,4.4 l/100km (combined),Cargo VAN,,Grey,5,Manual,Diesel,,,4x2
218,,,Euro 6,1 499 ccm,Used,not published by the seller,,24199,96 kW,opel grandland,,61022934,,,,19 582 km,Opel,,,Grandland,,,7/2021,4/5 doors,,,,103 g/km,,EUR,Traffic sign recognition; Bluetooth; Hill-start assist; Multifunctional steering wheel; Daytime running lights; Electrically heated side mirrors; Leather steering wheel; On-board computer; Start-stop system; USB,,,,,3.9 l/100km (combined); 4.7 l/100km (city); 3.8 l/100km ,SUV / offroad,12/2024,Grey,5,Manual,Diesel,,,4x2
219,,,Euro 6d,1 199 ccm,,not published by the seller,,18849,60 kW,citroen c3,1,61022933,,,Other interior color,12 km,Citroen,,,C3,,,9/2023,4/5 doors,09/2026,,,100 g/km,,EUR,LED headlights; Keyless entry; Keyless ignition; Traffic sign recognition; Bluetooth; Automatic A/C; Rain sensor; Light sensor; Lane assist; Hill-start assist,,Other interior material,,,5.5 l/100km (combined); 6.2 l/100km (city); 4.9 l/100km ,Hatchback,,White,5,Manual,Petrol,,,4x2
220,1635,110 kW,Euro 6,1 395 ccm,Demonstration car,not published by the seller,,40999,150 kW,audi a3,,61022935,Lithium-ion (Li-ion),160000 km,Black interior,4 500 km,Audi,Plug-in hybrid,85 kW,A3,,13 kWh,11/2023,4/5 doors,,Germany,,117 g/km,Metallic,EUR,LED headlights; Digital cockpit; Keyless entry; Heated front seats; Apple CarPlay; Android auto; Integrated music streaming; Keyless ignition; Voice control; Navigation system,4 h,Full leather interior,,,5.7 l/100km (combined); 1.1 l/100km (city); 1.1 l/100km ,Hatchback,,White,5,Automatic,Hybrid,No,,4x2
221,,,Euro 6d,1 984 ccm,,not published by the seller,,39499,140 kW,seat ateca,1,61022932,,,Black interior,100 km,Seat,,,Ateca,,,9/2023,4/5 doors,10/2026,,,156 g/km,Metallic,EUR,Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; WLAN/Wifi hotspot; Keyless ignition,,Cloth interior,,,6.9 l/100km (combined),SUV / offroad,,White,5,Automatic,Petrol,,,4x4
222,,,Euro 6,1 968 ccm,,not published by the seller,,30499,84 kW,volkswagen t6-transporter,1,61022930,,,Black interior,54 005 km,Volkswagen,,,T6 Transporter,,,2/2019,4/5 doors,,,,156 g/km,Metallic,EUR,Bluetooth; Hill-start assist; Parking sensors; Daytime running lights; Start-stop system; Front electric windows; Fixed trailer coupling,,Other interior material,,,6 l/100km (combined); 7.1 l/100km (city); 5.4 l/100km ,Cargo VAN,,Black,3,Manual,Diesel,,,4x2
223,1938,,Euro 6d,2 360 ccm,Used,not published by the seller,,29549,138 kW,mitsubishi eclipse-cross,,61022923,,,Black interior,10 078 km,Mitsubishi,Plug-in hybrid,,Eclipse Cross,,,4/2022,4/5 doors,,Germany,,0 g/km,Metallic,EUR,Heated rear seats; LED headlights; Smart key; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Integrated music streaming; Navigation system,,Part leather interior,,,19.3 l/100km (combined),SUV / offroad,,Silver,5,Automatic,Hybrid,No,,4x4
224,,,Euro 6,1 598 ccm,,not published by the seller,,9849,75 kW,dacia dokker,1,61022936,,,Black interior,96 095 km,Dacia,,,Dokker,,,4/2018,4/5 doors,07/2025,,,143 g/km,,EUR,Bluetooth; Multifunctional steering wheel; Daytime running lights; Start-stop system; CD player; USB; AUX; Front electric windows; Fixed trailer coupling,,Cloth interior,,,6.3 l/100km (combined); 7.9 l/100km (city); 5.4 l/100km ,Cargo VAN,,White,5,Manual,Petrol,,,4x2
225,,,Euro 6,1 998 ccm,,not published by the seller,,14799,135 kW,bmw 320,1,61022926,,,Other interior color,139 012 km,BMW,,,320,,,6/2017,4/5 doors,,,,0 g/km,Metallic,EUR,Adaptive cruise control; Heated front seats; Voice control; Navigation system; Bluetooth; Automatic 2-zones air conditioning; Rain sensor; Parking sensors; Multifunctional steering wheel; Side mirrors with electic adjustment,,Cloth interior,,,,Sedans / saloons,,Grey,5,Automatic,Petrol,,,4x2
226,1298,,No emission class,998 ccm,New,not published by the seller,,23149,74 kW,kia stonic,,61022922,,,Other interior color,1 km,Kia,Mild hybrid,,Stonic,,,9/2023,4/5 doors,,,,104 g/km,,EUR,Heated front seats; Apple CarPlay; Android auto; Navigation system; Traffic sign recognition; Bluetooth; Automatic A/C; High beam assist; Rain sensor; Light sensor,,Other interior material,,,4.5 l/100km (combined); 4.9 l/100km (city); 4.9 l/100km ,SUV / offroad,,,,Manual,Petrol,No,,4x2
227,,,Euro 6,999 ccm,,not published by the seller,,16749,52 kW,smart fortwo,1,61022937,,,Black interior,62 700 km,Smart,,,ForTwo,,,10/2019,2/3 doors,,,,110 g/km,Metallic,EUR,Panoramic roof; On-board computer; Alloy wheels,,Part leather interior,,,4.8 l/100km (combined); 5.4 l/100km (city); 4.5 l/100km ,Hatchback,,Grey,2,Automatic,Petrol,,,4x2
228,1913,,Euro 6d,1 968 ccm,Used,not published by the seller,,45699,81 kW,volkswagen t5-kombi,,61022924,,,Black interior,36 275 km,Volkswagen,,,T5 Kombi,,,4/2021,4/5 doors,,Germany,,155 g/km,Metallic,EUR,Smartphone mirroring; Apple CarPlay; Android auto; Bluetooth; Hill-start assist; Parking sensors; Side mirrors with electic adjustment; Daytime running lights; On-board computer; Start-stop system,,Cloth interior,,,5.9 l/100km (combined); 5.9 l/100km (city); 5.9 l/100km ,Cargo VAN,,Silver,9+,Manual,Diesel,,,4x2
229,,,Euro 6,1 332 ccm,Used,not published by the seller,,29299,177 kW,jeep renegade,1,61022943,,,,27 406 km,Jeep,Full hybrid,,Renegade,,12 kWh,6/2021,4/5 doors,,,,135 g/km,,EUR,Adaptive cruise control; Keyless ignition; Automatic multi-zone A/C; Navigation system; Traffic sign recognition; Rear parking camera; Automatic lights; Rain sensor; Lane assist; Blind spot assist,,,,,5.9 l/100km (combined),SUV / offroad,12/2024,Red,5,Automatic,Hybrid,No,,4x4
230,,,Euro 6,898 ccm,Used,not published by the seller,,13399,66 kW,renault clio,,61022917,,,,42 287 km,Renault,,,Clio,,,3/2018,4/5 doors,,,,114 g/km,,EUR,Keyless ignition; Bluetooth; Hill-start assist; Daytime running lights,,,,,5 l/100km (combined); 6.3 l/100km (city); 4.3 l/100km ,Hatchback,06/2024,White,5,Manual,Petrol,,,4x2
231,,,Euro 6,1 968 ccm,,not published by the seller,,28299,140 kW,volkswagen tiguan-allspace,,61022904,,,Black interior,114 900 km,Volkswagen,,,Tiguan Allspace,,,6/2018,4/5 doors,,,,153 g/km,,EUR,LED headlights; Digital cockpit; Keyless entry; Adaptive cruise control; Heated front seats; Smartphone mirroring; Apple CarPlay; Android auto; Keyless ignition; El. tailgate,,Cloth interior,,,5.9 l/100km (combined); 6.7 l/100km (city); 5.3 l/100km ,SUV / offroad,,White,7,Automatic,Diesel,,,4x4
232,1535,,Euro 6,1 461 ccm,Used,not published by the seller,,22549,85 kW,nissan qashqai,,61022909,,,Other interior color,32 128 km,Nissan,,,Qashqai,,,9/2019,4/5 doors,,Italy,,100 g/km,,EUR,,,Other interior material,,,3.8 l/100km (combined); 3.8 l/100km (city); 3.8 l/100km ,SUV / offroad,,Black,5,Manual,Diesel,,,4x2
233,1810,,Euro 6d-TEMP,1 968 ccm,Used,not published by the seller,,36349,100 kW,audi q5,,61022915,,,Black interior,22 929 km,Audi,,,Q5,,,4/2021,4/5 doors,,,,123 g/km,Metallic,EUR,LED headlights; Apple CarPlay; Android auto; WLAN/Wifi hotspot; Navigation system; El. tailgate; Traffic sign recognition; Bluetooth; Automatic A/C; High beam assist,,Cloth interior,,,4.7 l/100km (combined); 4.5 l/100km (city); 4.5 l/100km ,SUV / offroad,,Blue,5,Automatic,Hybrid,,,4x2
234,1261,,Euro 6d,999 ccm,Used,not published by the seller,,28899,81 kW,volkswagen taigo,,61022912,,,Black interior,12 km,Volkswagen,,,Taigo,,,1/2023,4/5 doors,,,,111 g/km,Metallic,EUR,Parking assist system self-steering; LED headlights; Digital cockpit; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Paddle shifters; Bluetooth; Automatic 2-zones air conditioning,,Cloth interior,,,4.9 l/100km (combined); 4.9 l/100km (city); 4.9 l/100km ,SUV / offroad,,Black,5,Automatic,Petrol,,,4x2
235,,,Euro 6,1 995 ccm,Used,not published by the seller,,43249,140 kW,bmw x3,1,61022920,,,,55 551 km,BMW,,,X3,,,12/2018,4/5 doors,,,,140 g/km,,EUR,Front seats with memory; Electric adjustable front seats; Heated front seats; Head-up display; WLAN/Wifi hotspot; Keyless ignition; Automatic multi-zone A/C; Voice control; Navigation system; Automatic lights,,,,,5.5 l/100km (combined); 5.8 l/100km (city); 5.2 l/100km ,SUV / offroad,12/2024,Grey,5,Automatic,Diesel,,,4x4
236,,,Euro 6,1 199 ccm,Used,not published by the seller,,22149,81 kW,citroen c3,1,61022905,,,,5 325 km,Citroen,,,C3,,,10/2023,4/5 doors,,,,108 g/km,Metallic,EUR,,,,,,5.4 l/100km (combined),Hatchback,12/2025,Grey,5,Manual,Petrol,,,4x2
237,,,Euro 6,1 200 ccm,Used,not published by the seller,,21099,81 kW,opel combo,,61022918,,,Black interior,55 807 km,Opel,,,Combo,,,5/2019,4/5 doors,,,,125 g/km,,EUR,Apple CarPlay; Android auto; Parking sensors; Side mirrors with electic adjustment; Front electric windows,,Cloth interior,,,5.5 l/100km (combined),Cargo VAN,,Grey,5,Manual,Petrol,,,4x2
238,,,Euro 6,1 984 ccm,New,not published by the seller,,42899,140 kW,cupra formentor,,61022910,,,Black interior,20 km,Cupra,,,Formentor,,,9/2023,4/5 doors,,,,157 g/km,Metallic,EUR,Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; WLAN/Wifi hotspot; Keyless ignition,,Part leather interior,,,6.9 l/100km (combined),SUV / offroad,,White,5,Automatic,Petrol,,,4x4
239,,,Euro 6,1 991 ccm,,not published by the seller,,31399,135 kW,mercedes-benz c-200,,61022894,,,Black interior,54 499 km,Mercedes-Benz,,,C 200,,,7/2017,2/3 doors,,,,128 g/km,Metallic,EUR,Parking assist system self-steering; LED headlights; Electric adjustable front seats; Heated front seats; WLAN/Wifi hotspot; Panoramic roof; Voice control; Navigation system; Glare-free high beam headlights; Paddle shifters,,Full leather interior,,,5.5 l/100km (combined); 7.6 l/100km (city); 4.9 l/100km ,Coupe,,Silver,4,Automatic,Petrol,,,4x2
240,930,,Euro 6d,998 ccm,Used,not published by the seller,,12849,53 kW,toyota aygo,,61022901,,,Grey interior,72 269 km,Toyota,,,Aygo,,,5/2021,4/5 doors,,,,93 g/km,Metallic,EUR,Digital cockpit; Apple CarPlay; Android auto; Bluetooth; Automatic A/C; Lane assist; Multifunctional steering wheel; Side mirrors with electic adjustment; On-board computer; USB,,Cloth interior,,,4.1 l/100km (combined); 4.1 l/100km (city); 4.1 l/100km ,Hatchback,,Grey,4,Manual,Petrol,,,4x2
241,,,Euro 6,1 968 ccm,Used,not published by the seller,,45949,110 kW,audi a3,1,61022883,,,,13 600 km,Audi,,,A3,,,5/2023,4/5 doors,,,,104 g/km,Metallic,EUR,Digital cockpit; WLAN/Wifi hotspot; Automatic multi-zone A/C; Voice control; Navigation system; Paddle shifters; Sport front seats; Automatic lights; Rain sensor; Lane assist,,,,,4.7 l/100km (combined),Hatchback,12/2025,Black,5,Automatic,Diesel,,,4x2
242,,,Euro 5,1 598 ccm,,not published by the seller,,11799,100 kW,bmw 116,1,61022885,,,Black interior,122 000 km,BMW,,,116,,,9/2012,4/5 doors,11/2025,,,130 g/km,,EUR,Heated front seats; Bluetooth; Rain sensor; Side mirrors with electic adjustment; On-board computer; Start-stop system; CD player; AUX; Front electric windows; Alloy wheels,,Cloth interior,,,5.5 l/100km (combined); 7.1 l/100km (city); 4.6 l/100km ,Hatchback,,Black,5,Automatic,Petrol,,,4x2
243,,,No emission class,1 996 ccm,Used,not published by the seller,,29699,98 kW,ford transit,,61022896,,,Other interior color,59 393 km,Ford,,,Transit,,,11/2018,4/5 doors,,,,195 g/km,,EUR,Voice control; Bluetooth; Leather; Hill-start assist; Leather steering wheel; CD player; USB; Front electric windows; Rear electric windows,,Full leather interior,,,9.5 l/100km (combined),Cargo VAN,,,3,Manual,Diesel,,,4x2
244,,,Euro 6,1 469 ccm,Used,not published by the seller,,36699,96 kW,alfa-romeo tonale,,61022900,,,,1 674 km,Alfa Romeo,,,Tonale,,,12/2022,4/5 doors,,,,130 g/km,,EUR,Automatic multi-zone A/C; Automatic lights; Rain sensor; Electrically heated side mirrors; Automatic parking brake; USB; Alloy wheels,,,,,5.4 l/100km (combined),SUV / offroad,12/2025,Red,5,Automatic,Petrol,,,4x2
245,,,Euro 6,1 199 ccm,Used,not published by the seller,,14799,55 kW,peugeot 208,1,61022891,,,,25 341 km,Peugeot,,,208,,,9/2022,4/5 doors,,,,94 g/km,,EUR,Head-up display; Traffic sign recognition; Automatic lights; Lane assist; Hill-start assist; Front collision warning system; Side mirrors with electic adjustment; Electrically heated side mirrors; On-board computer; Start-stop system,,,,,5.3 l/100km (combined),Hatchback,12/2024,Grey,5,Manual,Petrol,,,4x2
246,,,Euro 6d-TEMP,1 968 ccm,,not published by the seller,,28899,75 kW,volkswagen t6-transporter,1,61022884,,,Black interior,100 000 km,Volkswagen,,,T6 Transporter,,,7/2019,4/5 doors,,,,189 g/km,,EUR,Bluetooth; Automatic 2-zones air conditioning; Leather; Hill-start assist; Front collision warning system; Parking sensors; Side mirrors with electic adjustment; Daytime running lights; On-board computer; Start-stop system,,Full leather interior,,,6.7 l/100km (combined); 8.4 l/100km (city); 5.8 l/100km ,Cargo VAN,,White,9+,Manual,Diesel,,,4x2
247,1270,,No emission class,999 ccm,Used,not published by the seller,,21799,81 kW,volkswagen t-roc,,61022892,,,Other interior color,77 217 km,Volkswagen,,,T-Roc,,,5/2021,4/5 doors,,Spain,,119 g/km,,EUR,Bluetooth; USB,,Other interior material,,,6 l/100km (combined),SUV / offroad,,Grey,5,Manual,Petrol,,,4x2
248,,,Euro 6d,1 499 ccm,,not published by the seller,,29449,96 kW,opel combo,,61022888,,,Black interior,13 860 km,Opel,,,Combo,,,2/2023,4/5 doors,,,,117 g/km,Metallic,EUR,Keyless entry; Heated front seats; Apple CarPlay; Android auto; Keyless ignition; Voice control; Heated steering wheel; Traffic sign recognition; Bluetooth; Automatic A/C,,Cloth interior,,,4.4 l/100km (combined),Cargo VAN,,Black,5,Manual,Diesel,,,4x2
249,,,Euro 6,1 984 ccm,Used,not published by the seller,,32549,180 kW,volkswagen golf,1,61022886,,,Black interior,32 754 km,Volkswagen,,,Golf,,,3/2021,4/5 doors,,,,149 g/km,,EUR,Digital cockpit; Navigation system; Paddle shifters; Bluetooth; Rear parking camera; Parking sensors; Autom. dimming side mirros; Automatic parking brake; Start-stop system; USB,,Cloth interior,,,6.5 l/100km (combined),Hatchback,12/2024,Grey,5,Automatic,Petrol,,,4x2
250,,,Euro 6,1 199 ccm,Used,not published by the seller,,18499,81 kW,citroen c3,,61022902,,,,13 185 km,Citroen,,,C3,,,3/2022,4/5 doors,,,,108 g/km,,EUR,Navigation system; Bluetooth; Automatic A/C; Hill-start assist; Multifunctional steering wheel; Daytime running lights; Electrically heated side mirrors; On-board computer; Start-stop system; USB,,Cloth interior,,,5.4 l/100km (combined),Hatchback,12/2024,White,5,Manual,Petrol,,,4x2
251,,,Euro 6,1 199 ccm,Used,not published by the seller,,21099,96 kW,peugeot 3008,,61022895,,,,79 479 km,Peugeot,,,3008,,,7/2018,4/5 doors,,,,118 g/km,,EUR,Head-up display; Automatic multi-zone A/C; Traffic sign recognition; Automatic lights; Rain sensor; Hill-start assist; Autom. dimming side mirros; Multifunctional steering wheel; Side mirrors with electic adjustment; Electrically heated side mirrors,,,,,4.9 l/100km (combined),SUV / offroad,12/2024,Red,5,Manual,Petrol,,,4x2
252,1280,,Euro 6d-TEMP,1 499 ccm,,not published by the seller,,23099,81 kW,opel crossland,,61022887,,,Other interior color,1 km,Opel,,,Crossland,,,6/2023,4/5 doors,,,,94 g/km,,EUR,LED headlights; Lane assist; Hill-start assist; Side mirrors with electic adjustment; On-board computer; Front electric windows,,Cloth interior,,,3.6 l/100km (combined),SUV / offroad,,Silver,5,Manual,Diesel,,,4x2
253,1990,,Euro 6,4 395 ccm,Used,not published by the seller,,98999,391 kW,bmw 850,,61022890,,,Black interior,32 517 km,BMW,,,850,,,7/2019,2/3 doors,,,,225 g/km,Metallic,EUR,Laser headlights; Ventilated front seats; Parking assist system self-steering; Digital cockpit; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Bowers & Wilkins audio; Heated front seats; Head-up display,,Cloth interior,,,9.9 l/100km (combined),Cabriolet,,Black,4,Automatic,Petrol,,,4x4
