CARNAME,Make,Model,Body color,Interior color,Interior material,Body,Doors,Seats,Fuel,Transmission,Drive type,Power(kW),CO2 emissions(g/km),Emission class,Mileage(km),First registration,Condition,Consumption(l/100km or kWh/100km),Price(EUR),Tags,Engine capacity(ccm),Previous owners
peugeot 2008,Peugeot,2008,White,Black interior,Part leather interior,SUV / offroad,4/5 doors,5.0,Diesel,Manual,4x2,81,98,Euro 6d-TEMP,7000,12/2022,Used,3.7,29249,LED headlights; Head-up display; Navigation system; Traffic sign recognition; Rain sensor; Light sensor; Side mirrors with electic adjustment; Alloy wheels,1499.0,0.0
volkswagen golf,Volkswagen,Golf,White,Black interior,Alcantara interior,Hatchback,4/5 doors,5.0,Hybrid,Automatic,4x2,150,109,Euro 6,27000,7/2021,Used,4.8,33649,LED headlights; Digital cockpit; Heated front seats; Apple CarPlay; Android auto; WLAN/Wifi hotspot; Navigation system; Heated steering wheel; Sport front seats; Bluetooth,1395.0,0.0
citroen berlingo,Citroen,Berlingo,White,Black interior,Cloth interior,Cargo VAN,4/5 doors,5.0,Petrol,Manual,4x2,81,130,Euro 6d-TEMP,46100,6/2019,Used,5.7,25699,Parking assist system self-steering; Keyless entry; Adaptive cruise control; Heated front seats; Head-up display; Smartphone mirroring; Apple CarPlay; Android auto; Integrated music streaming; Keyless ignition,1199.0,1.0
bmw ix1,BMW,iX1,Silver,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,Electric,Automatic,4x4,230,0,Euro 6,10,1/2023,New,0.0,66799,Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Front seats with memory; Electric adjustable front seats; Harman/Kardon audio; Heated front seats; Apple CarPlay; Android auto,1499.0,0.0
bmw ix1,BMW,iX1,Silver,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,Electric,Automatic,4x4,230,0,Euro 6,10,1/2023,New,0.0,66799,Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Front seats with memory; Electric adjustable front seats; Harman/Kardon audio; Heated front seats; Apple CarPlay; Android auto,1499.0,0.0
smart forfour,Smart,ForFour,Grey,Black interior,Full leather interior,Hatchback,4/5 doors,4.0,Petrol,Automatic,4x2,66,118,Euro 6,39900,5/2019,Used,5.2,16749,LED headlights; Heated front seats; Apple CarPlay; Integrated music streaming; Navigation system; Paddle shifters; Sport front seats; Bluetooth; Sport-suspension system; Leather,898.0,0.0
audi a3,Audi,A3,White,Black interior,Part leather interior,Sedans / saloons,4/5 doors,5.0,Petrol,Manual,4x2,110,123,Euro 6,70722,5/2019,Used,5.4,21999,Parking assist system self-steering; Keyless entry; Heated front seats; Keyless ignition; Voice control; Navigation system; Sport front seats; Bi-xenon headlights; Bluetooth; Automatic 2-zones air conditioning,1498.0,2.0
mercedes-benz glb-200,Mercedes-Benz,GLB 200,White,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,Petrol,Automatic,4x4,120,153,Euro 6,23,1/2023,New,6.4,60349,LED headlights; Heated front seats; Keyless ignition; Panoramic roof; Voice control; Navigation system; Paddle shifters; Sport front seats; Traffic sign recognition; Adaptive lighting,1332.0,0.0
volkswagen t6-transporter,Volkswagen,T6 Transporter,Grey,Black interior,Cloth interior,Cargo VAN,4/5 doors,4.0,Diesel,Manual,4x2,110,159,Euro 6,80800,2/2017,Used,6.0,36599,Navigation system; Bluetooth; Light sensor; Hill-start assist; Side mirrors with electic adjustment; Daytime running lights; On-board computer; Start-stop system; CD player; USB,1968.0,2.0
opel mokka-x,Opel,Mokka X,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,Petrol,Automatic,4x2,103,149,Euro 6,55600,5/2017,Used,6.2,16949,Android auto; Automatic multi-zone A/C; Bluetooth; Automatic lights; Rain sensor; Hill-start assist; Multifunctional steering wheel; Daytime running lights; Electrically heated side mirrors; On-board computer,1364.0,0.0
audi s5,Audi,S5,Black,Black interior,Part leather interior,Sedans / saloons,4/5 doors,5.0,Diesel,Automatic,4x4,251,167,Euro 6d,31932,1/2022,Used,6.4,65799,Laser headlights; Heated rear seats; Digital cockpit; Keyless entry; Electric adjustable front seats; Heated front seats; Head-up display; Apple CarPlay; Android auto; Integrated music streaming,2967.0,0.0
porsche 992,Porsche,992,Grey,Brown interior,Full leather interior,Cabriolet,2/3 doors,4.0,Petrol,Automatic,4x4,478,257,Euro 6d,15,9/2023,New,11.7,309799,Ventilated front seats; LED headlights; Digital cockpit; Electric adjustable front seats; Adaptive cruise control; Burmester audio; Heated front seats; Apple CarPlay; WLAN/Wifi hotspot; Integrated music streaming,3745.0,0.0
peugeot 3008,Peugeot,3008,Red,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,Petrol,Automatic,4x2,121,136,Euro 6,51309,8/2018,Used,5.7,25599,Head-up display; Automatic multi-zone A/C; Traffic sign recognition; Automatic lights; Rain sensor; Hill-start assist; Autom. dimming side mirros; Multifunctional steering wheel; Side mirrors with electic adjustment; Electrically heated side mirrors,1598.0,0.0
peugeot expert,Peugeot,Expert,White,Grey interior,Cloth interior,Cargo VAN,4/5 doors,5.0,Diesel,Manual,4x2,107,201,Euro 6,7890,8/2023,Used,7.6,33549,Apple CarPlay; Android auto; Bluetooth; On-board computer; Start-stop system; CD player; USB,1997.0,0.0
renault clio,Renault,Clio,Red,Black interior,Cloth interior,Hatchback,4/5 doors,5.0,Petrol,Manual,4x2,66,112,Euro 6,45000,1/2021,Used,5.2,15799,LED headlights; Apple CarPlay; Android auto; Keyless ignition; Navigation system; Traffic sign recognition; Bluetooth; Automatic A/C; Automatic lights; Rain sensor,999.0,0.0
peugeot 308,Peugeot,308,Green,Black interior,Full leather interior,Hatchback,4/5 doors,5.0,Petrol,Manual,4x2,96,127,Euro 6,15,6/2023,Used,5.3,28899,LED headlights; Digital cockpit; Keyless entry; Heated front seats; Head-up display; Apple CarPlay; Android auto; Keyless ignition; Voice control; Navigation system,1199.0,0.0
audi a5,Audi,A5,Black,Black interior,Alcantara interior,Coupe,2/3 doors,5.0,Diesel,Automatic,4x2,140,117,Euro 6d-TEMP,137000,10/2019,Used,4.5,27849,Keyless entry; Heated front seats; Integrated music streaming; Keyless ignition; Voice control; Navigation system; El. tailgate; Sport front seats; Bi-xenon headlights; Bluetooth,1968.0,1.0
renault captur,Renault,Captur,Red,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,Petrol,Manual,4x2,103,134,Euro 6,18526,4/2023,Used,5.6,25149,Navigation system; Traffic sign recognition; Rear parking camera; Automatic A/C; Rain sensor; Hill-start assist; Autom. dimming side mirros; Front electric windows; Alloy wheels,1332.0,1.0
peugeot 208,Peugeot,208,Yellow,Other interior color,Part leather interior,Hatchback,4/5 doors,5.0,Electric,Automatic,4x2,100,0,No emission class,32648,11/2020,Used,0.0,20449,Digital cockpit; Keyless entry; Smartphone mirroring; Apple CarPlay; Android auto; Integrated music streaming; Keyless ignition; Traffic sign recognition; Bluetooth; Automatic A/C,1499.0,1.0
subaru forester,Subaru,Forester,Black,Other interior color,Other interior material,SUV / offroad,4/5 doors,5.0,Hybrid,Automatic,4x4,111,172,No emission class,43666,8/2020,Used,8.1,29799,Adaptive cruise control; Bluetooth; Xenon headlights; Automatic A/C; Multifunctional steering wheel; Side mirrors with electic adjustment; Start-stop system; Front electric windows; Alloy wheels,1996.0,0.0
fiat ducato,Fiat,Ducato,Grey,Black interior,Cloth interior,Cargo VAN,4/5 doors,3.0,Diesel,Manual,4x2,103,209,Euro 6d,250,8/2023,New,7.9,40549,Digital cockpit; Apple CarPlay; Android auto; Navigation system; Traffic sign recognition; Bluetooth; Automatic A/C; Blind spot assist; Hill-start assist; Multifunctional steering wheel,2184.0,1.0
porsche taycan,Porsche,Taycan,Grey,Other interior color,Other interior material,Station Wagon,4/5 doors,5.0,Electric,Automatic,4x4,420,0,No emission class,3912,6/2023,Used,0.0,132049,Ventilated front seats; LED headlights; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Keyless ignition; Panoramic roof; Navigation system; Heated steering wheel,1499.0,0.0
audi e-tron,Audi,e-tron,Blue,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,Electric,Automatic,4x4,300,0,Euro 6,36484,8/2020,Used,0.0,52099,Front seats with memory; Electric adjustable front seats; Heated front seats; WLAN/Wifi hotspot; Keyless ignition; Automatic multi-zone A/C; Panoramic roof; Voice control; Navigation system; Sport front seats,1499.0,1.0
volkswagen t6-california,Volkswagen,T6 California,Grey,Grey interior,Cloth interior,Cargo VAN,4/5 doors,5.0,Diesel,Automatic,4x2,110,179,Euro 6,200,12/2023,New,6.9,80249,LED headlights; Digital cockpit; Adaptive cruise control; Heated front seats; Smartphone mirroring; Apple CarPlay; Android auto; WLAN/Wifi hotspot; Integrated music streaming; Voice control,1968.0,1.0
ford fiesta,Ford,Fiesta,Red,Other interior color,Cloth interior,Hatchback,4/5 doors,5.0,Petrol,Manual,4x2,62,107,No emission class,11792,9/2017,Used,4.7,11199,Parking assist system self-steering; Heated front seats; Navigation system; Sport front seats; Bluetooth; Rain sensor; Light sensor; Lane assist; Hill-start assist; Daytime running lights,1084.0,0.0
audi a5,Audi,A5,Blue,Black interior,Full leather interior,Sedans / saloons,2/3 doors,4.0,Diesel,Automatic,4x4,140,135,Euro 6,119000,12/2016,Used,5.1,25049,Heated rear seats; Keyless entry; Electric adjustable front seats; Heated front seats; Integrated music streaming; Keyless ignition; Navigation system; Paddle shifters; Sport front seats; Bi-xenon headlights,1968.0,0.0
bmw x4,BMW,X4,White,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,Diesel,Automatic,4x4,240,0,Euro 6,73130,12/2019,Used,4.7,48849,Heated rear seats; Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Front seats with memory; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Head-up display,2993.0,2.0
dacia duster,Dacia,Duster,Orange,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,Petrol,Manual,4x2,96,141,Euro 6d-TEMP,20,11/2022,Used,6.2,26899,LED headlights; Heated front seats; Integrated music streaming; Bluetooth; Light sensor; Hill-start assist; Front collision warning system; Multifunctional steering wheel; Side mirrors with electic adjustment; Daytime running lights,1332.0,0.0
renault captur,Renault,Captur,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,Diesel,Automatic,4x2,85,108,Euro 6,41018,5/2020,Used,4.1,20499,Paddle shifters; Traffic sign recognition; Automatic A/C; Rain sensor; Hill-start assist; Autom. dimming side mirros; Electrically heated side mirrors; Leather steering wheel,1461.0,1.0
volkswagen golf,Volkswagen,Golf,Black,Black interior,Cloth interior,Station Wagon,4/5 doors,5.0,Petrol,Automatic,4x2,110,116,Euro 6d-TEMP,86519,9/2019,Used,5.1,18899,LED headlights; Heated front seats; Voice control; Navigation system; Glare-free high beam headlights; Paddle shifters; Bluetooth; Automatic 2-zones air conditioning; Rain sensor; Light sensor,1498.0,1.0
audi rs6,Audi,RS6,Black,Other interior color,Full leather interior,Station Wagon,4/5 doors,5.0,Petrol,Automatic,4x4,441,263,Euro 6d,10,9/2023,New,11.5,135699,Laser headlights; Ventilated front seats; Digital cockpit; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Head-up display; Apple CarPlay; Android auto; Integrated music streaming,3996.0,0.0
mini electric,MINI,Electric,Black,Black interior,Full leather interior,Hatchback,2/3 doors,4.0,Electric,Automatic,4x2,135,0,No emission class,6774,11/2021,Used,0.0,29549,Parking assist system self-steering; LED headlights; Keyless entry; Adaptive cruise control; Harman/Kardon audio; Heated front seats; Apple CarPlay; Keyless ignition; Panoramic roof; Navigation system,1499.0,1.0
fiat 500l-cross,Fiat,500L Cross,Grey,Other interior color,Other interior material,MPV,4/5 doors,5.0,Petrol,Manual,4x2,88,130,Euro 6,77630,5/2021,Used,5.4,18849,Cornering lights; Alloy wheels,999.0,1.0
audi a6,Audi,A6,Grey,Other interior color,Part leather interior,Station Wagon,4/5 doors,5.0,Diesel,Automatic,4x2,140,119,Euro 6,166649,12/2017,Used,4.6,22249,LED headlights; Adaptive cruise control; Heated front seats; Navigation system; Sport front seats; Bluetooth; Sport-suspension system; Rain sensor; Light sensor; Parking sensors,1968.0,1.0
mercedes-benz c-200,Mercedes-Benz,C 200,Grey,Black interior,Part leather interior,Cabriolet,2/3 doors,4.0,Petrol,Automatic,4x2,135,143,Euro 6,29100,1/2017,Used,6.4,34199,Parking assist system self-steering; LED headlights; Keyless entry; Electric adjustable front seats; Heated front seats; Integrated music streaming; Keyless ignition; Navigation system; Paddle shifters; Bluetooth,1991.0,0.0
land-rover range-rover-evoque,Land Rover,Range Rover Evoque,Silver,Beige interior,Cloth interior,SUV / offroad,4/5 doors,5.0,Hybrid,Automatic,4x4,132,150,Euro 6d-TEMP,126000,5/2019,Used,5.7,32549,LED headlights; Digital cockpit; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Head-up display; Apple CarPlay; Android auto; WLAN/Wifi hotspot; Keyless ignition,1999.0,0.0
renault arkana,Renault,Arkana,Red,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,Petrol,Automatic,4x2,103,132,Euro 6,10,12/2023,New,5.3,30699,LED headlights; Digital cockpit; Keyless entry; Heated front seats; Apple CarPlay; Android auto; Keyless ignition; Voice control; Navigation system; Traffic sign recognition,1332.0,1.0
nissan x-trail,Nissan,X-Trail,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,Diesel,Manual,4x2,110,0,Euro 6,98450,6/2019,Used,4.7,24949,Keyless entry; Electric adjustable front seats; Heated front seats; Keyless ignition; Automatic multi-zone A/C; Heated steering wheel; Bluetooth; Automatic lights; Rain sensor; Parking sensors,1749.0,1.0
mercedes-benz glc-350,Mercedes-Benz,GLC 350,Grey,Grey interior,Cloth interior,SUV / offroad,4/5 doors,5.0,Hybrid,Automatic,4x4,235,59,Euro 6,59644,3/2017,Used,4.6,34599,Head-up display; Automatic multi-zone A/C; Panoramic roof; Automatic lights; Rain sensor; Blind spot assist; DVD player; Electrically foldable side mirrors; Automatic parking brake; On-board computer,1991.0,1.0
peugeot 308,Peugeot,308,Grey,Black interior,Part leather interior,Hatchback,4/5 doors,5.0,Petrol,Manual,4x2,96,126,No emission class,40655,6/2022,Used,5.3,22149,LED headlights; Digital cockpit; Apple CarPlay; Android auto; Bluetooth; Blind spot assist; Parking sensors; Side mirrors with electic adjustment; USB; AUX,1200.0,0.0
volkswagen t-cross,Volkswagen,T-Cross,Grey,Other interior color,Other interior material,SUV / offroad,4/5 doors,5.0,Petrol,Automatic,4x2,110,118,No emission class,1,9/2023,New,6.0,27649,LED headlights; Digital cockpit; Smartphone mirroring; Apple CarPlay; Android auto; Navigation system; Paddle shifters; Sport front seats; Traffic sign recognition; Bluetooth,1498.0,0.0
nissan leaf,Nissan,Leaf,White,Grey interior,Full leather interior,Hatchback,4/5 doors,5.0,Electric,Automatic,4x2,160,0,No emission class,29790,7/2020,Used,0.0,31099,Heated front seats; Navigation system; Bluetooth; Leather; Automatic A/C; Rain sensor; Multifunctional steering wheel; Side mirrors with electic adjustment; On-board computer; Front electric windows,1499.0,0.0
renault captur,Renault,Captur,Grey,Other interior color,Other interior material,SUV / offroad,4/5 doors,5.0,Petrol,Manual,4x2,67,122,No emission class,1,9/2023,New,5.4,21499,Traffic sign recognition; Hill-start assist; Side mirrors with electic adjustment; On-board computer; Alarm,999.0,0.0
dacia duster,Dacia,Duster,White,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,Diesel,Manual,4x2,85,110,Euro 6,66380,2/2019,Used,4.2,17449,Navigation system; Rear parking camera; Automatic A/C; Automatic lights; Daytime running lights; Electrically heated side mirrors; On-board computer; Front electric windows,1461.0,1.0
mazda 3,Mazda,3,Blue,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5.0,Petrol,Manual,4x2,90,117,Euro 6d-TEMP,42400,8/2019,Used,5.4,20349,LED headlights; Keyless entry; Adaptive cruise control; Heated front seats; Head-up display; Apple CarPlay; Android auto; Keyless ignition; Voice control; Navigation system,1998.0,1.0
ferrari 812,Ferrari,812,Black,Other interior color,Other interior material,Coupe,2/3 doors,2.0,Petrol,Automatic,4x2,588,356,No emission class,16500,3/2019,Used,14.9,394349,Automatic A/C; Rain sensor; Light sensor; Multifunctional steering wheel; Front electric windows; Alloy wheels,6496.0,0.0
renault clio,Renault,Clio,Grey,Grey interior,Cloth interior,Hatchback,4/5 doors,5.0,Diesel,Manual,4x2,74,0,Euro 6d-TEMP,20453,1/2023,Used,4.7,19299,LED headlights; Heated front seats; Apple CarPlay; Android auto; Integrated music streaming; Voice control; Navigation system; Heated steering wheel; Traffic sign recognition; Bluetooth,1461.0,0.0
volkswagen golf,Volkswagen,Golf,Grey,Black interior,Velour interior,Hatchback,4/5 doors,5.0,Hybrid,Automatic,4x2,180,106,Euro 6d-TEMP,27359,2/2021,Used,4.6,28899,LED headlights; Digital cockpit; Adaptive cruise control; Apple CarPlay; Android auto; Keyless ignition; Voice control; Navigation system; Paddle shifters; Sport front seats,1395.0,0.0
kia sorento,Kia,Sorento,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,Diesel,Automatic,4x4,142,160,No emission class,0,9/2023,New,6.0,63799,Ventilated front seats; Heated rear seats; Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Head-up display,2151.0,0.0
peugeot 208,Peugeot,208,Black,Other interior color,Cloth interior,Hatchback,4/5 doors,5.0,Electric,Automatic,4x2,100,0,No emission class,1,8/2023,New,0.0,41749,Digital cockpit; Keyless ignition; Navigation system; Sport front seats; Traffic sign recognition; Automatic A/C; Rain sensor; Lane assist; Hill-start assist; Front collision warning system,1499.0,0.0
